Geneid	control_1	control_2	control_3	treatment_1	treatment_2	treatment_3
AT2G43510	274	136	75	1597	653	171
AT2G09990	605	500	135	909	387	120
AT2G36854	0	0	0	0	0	0
AT2G02795	0	0	1	1	0	0
AT2G05330	15	10	2	2	1	0
AT2G41950	58	51	20	99	54	6
AT2G43640	219	253	58	275	124	28
AT2G21010	0	0	0	0	0	0
AT2G15025	1	2	0	0	0	0
AT2G04900	517	526	146	793	380	89
AT2G38760	217	220	91	383	114	19
AT2G02700	10	8	2	8	0	0
AT2G47520	1	1	0	50	41	15
AT2G19365	0	0	0	0	0	0
AT2G35170	131	116	41	151	67	13
AT2G04350	612	679	242	1538	799	200
AT2G28305	53	39	24	40	37	3
AT2G39700	450	451	155	3797	1390	405
AT2G33550	241	204	96	533	271	58
AT2G04425	0	0	0	0	0	0
AT2G03590	56	54	13	68	17	7
AT2G25450	3854	4717	1431	6988	4396	937
AT2G28050	34	30	13	43	19	4
AT2G47440	169	168	34	139	81	12
AT2G32280	117	122	35	241	108	34
AT2G22170	1848	1654	406	1405	554	118
AT2G20550	171	142	58	123	71	24
AT2G02455	0	0	0	0	0	0
AT2G04495	0	0	0	3	1	1
AT2G17860	0	1	0	0	0	0
AT2G35670	0	0	0	1	0	0
AT2G43030	302	333	99	220	100	24
AT2G14910	1918	2418	824	1180	684	126
AT2G04030	1138	1666	424	1985	1059	214
AT2G03020	0	1	0	1	0	0
AT2G29690	199	171	66	299	149	41
AT2G13100	462	438	189	623	322	54
AT2G44745	0	0	0	0	0	0
AT2G38100	21	27	5	18	9	2
AT2G07673	0	0	0	1	0	0
AT2G34110	0	0	0	0	0	0
AT2G37160	244	193	68	318	170	28
AT2G42380	39	22	11	21	8	1
AT2G39030	0	0	0	9	14	1
AT2G34790	355	230	78	582	294	64
AT2G26670	1021	1102	422	1487	716	208
AT2G05915	0	0	0	0	0	0
AT2G33500	84	75	34	99	30	6
AT2G33760	15	14	4	22	12	1
AT2G41730	2	7	1	69	56	23
AT2G41830	298	354	129	632	243	54
AT2G28610	0	0	0	0	0	0
AT2G14500	0	0	0	0	0	0
AT2G46850	37	31	6	26	23	4
AT2G31081	0	1	0	4	0	0
AT2G13680	1	2	0	3	1	0
AT2G47690	308	360	71	449	209	27
AT2G47230	76	47	17	107	49	6
AT2G34170	76	54	13	51	31	6
AT2G28426	2	1	0	2	1	0
AT2G29640	93	94	48	142	75	17
AT2G43270	0	0	0	0	0	0
AT2G18300	72	44	26	46	11	1
AT2G38020	654	675	254	950	462	99
AT2G45980	917	871	347	1077	458	139
AT2G20130	214	235	79	400	201	45
AT2G32550	12	4	2	3	2	0
AT2G31680	149	182	32	234	102	30
AT2G20030	88	114	46	169	73	20
AT2G33705	0	0	0	0	0	0
AT2G47090	97	106	36	190	103	30
AT2G29263	0	0	0	0	0	0
AT2G28220	0	0	0	0	0	0
AT2G17510	492	532	170	820	388	82
AT2G40110	1072	1408	548	1205	685	152
AT2G22650	63	70	20	52	26	3
AT2G26660	160	280	92	327	150	48
AT2G17820	802	646	293	634	282	63
AT2G34210	0	0	0	1	2	0
AT2G28010	0	0	0	0	0	0
AT2G16070	146	109	56	205	100	22
AT2G15450	0	0	0	0	0	0
AT2G35935	0	0	0	0	0	0
AT2G18969	1	3	0	0	0	0
AT2G12550	156	153	49	246	126	40
AT2G45960	11810	8970	2245	5280	2643	529
AT2G22690	156	212	60	290	130	32
AT2G03640	509	518	159	661	361	73
AT2G16810	0	0	0	0	0	0
AT2G19830	974	1229	356	1474	692	164
AT2G27150	298	282	97	409	235	43
AT2G42080	119	121	46	150	74	23
AT2G18130	0	0	0	0	0	0
AT2G24450	0	0	0	0	0	0
AT2G33880	0	0	0	2	0	0
AT2G10550	0	0	0	0	0	0
AT2G44760	224	260	116	379	167	42
AT2G04039	11	3	2	10	4	1
AT2G16770	64	63	17	134	49	20
AT2G27410	0	0	0	0	0	0
AT2G33620	115	73	36	279	115	35
AT2G23960	53	51	17	51	26	8
AT2G41180	0	0	0	0	0	0
AT2G14289	0	0	0	0	0	0
AT2G36110	12	4	3	5	1	1
AT2G38060	57	51	10	103	36	10
AT2G20840	135	107	23	133	59	14
AT2G31005	0	0	0	0	0	0
AT2G26130	1	0	0	0	0	0
AT2G44620	598	704	179	915	517	131
AT2G21550	194	291	97	340	149	37
AT2G18690	893	1409	271	3347	2503	606
AT2G47890	1377	1551	440	1625	1063	196
AT2G37240	18	24	6	49	23	6
AT2G14050	74	54	30	75	34	7
AT2G40600	351	311	99	467	182	51
AT2G21300	423	339	111	500	231	46
AT2G20140	565	452	134	835	351	101
AT2G37910	0	0	0	0	0	0
AT2G03780	126	117	44	181	87	25
AT2G20920	311	240	85	427	233	54
AT2G16030	0	0	0	0	0	0
AT2G42460	1	0	0	0	0	0
AT2G20850	204	160	83	353	185	38
AT2G23070	1452	1364	463	1639	815	204
AT2G01130	422	396	165	413	195	37
AT2G44210	47	60	19	121	74	29
AT2G31410	542	526	163	912	481	63
AT2G03310	7	7	5	8	2	1
AT2G35910	294	231	109	346	149	17
AT2G36430	115	104	36	62	42	7
AT2G28620	196	192	70	253	119	38
AT2G20430	0	0	0	0	0	0
AT2G26800	495	597	184	679	398	54
AT2G26310	44	81	29	117	46	12
AT2G05840	1103	964	348	1877	898	240
AT2G04420	0	0	0	0	0	0
AT2G42510	7	5	6	19	5	1
AT2G30310	0	0	0	1	0	0
AT2G04810	0	1	1	0	0	0
AT2G03931	0	0	0	0	0	0
AT2G27420	0	1	0	0	0	0
AT2G07644	0	3	1	0	1	0
AT2G34740	0	0	0	0	0	0
AT2G19950	606	631	172	725	337	83
AT2G29679	0	0	0	0	0	0
AT2G21630	111	97	22	127	70	21
AT2G14560	8	4	1	2	2	1
AT2G18340	0	0	0	0	0	0
AT2G12875	0	0	0	0	0	0
AT2G22400	667	589	250	871	463	113
AT2G44810	0	0	0	0	0	0
AT2G47970	520	444	105	801	350	63
AT2G48080	86	63	21	279	121	14
AT2G24690	246	234	102	325	179	25
AT2G41930	0	0	0	0	0	0
AT2G41400	0	0	0	0	0	0
AT2G36840	126	126	36	204	115	27
AT2G41550	56	44	25	111	42	16
AT2G46140	372	304	80	561	257	38
AT2G04840	0	0	0	0	0	0
AT2G02990	23	7	3	126	61	17
AT2G19130	671	820	300	1230	526	106
AT2G10535	0	0	0	0	0	0
AT2G22880	0	0	0	0	0	0
AT2G34080	81	105	17	94	30	8
AT2G14110	95	92	35	147	65	25
AT2G32860	20	2	6	44	23	4
AT2G39340	792	774	343	915	467	72
AT2G41170	84	113	46	261	133	26
AT2G18990	166	157	45	277	95	21
AT2G20660	0	0	0	0	0	0
AT2G43320	176	239	54	479	250	73
AT2G41640	249	246	113	661	474	129
AT2G26340	147	137	43	135	58	6
AT2G19630	0	0	0	0	0	0
AT2G40920	62	68	23	73	42	7
AT2G25150	19	12	4	222	62	7
AT2G42865	20	19	10	36	19	1
AT2G21100	107	123	36	232	116	17
AT2G22440	0	0	0	0	0	0
AT2G45280	61	54	21	121	57	14
AT2G21120	531	535	187	933	516	99
AT2G37020	141	125	28	218	116	26
AT2G29700	409	379	100	711	306	52
AT2G31420	1	3	1	29	24	8
AT2G21060	801	359	163	973	502	79
AT2G27313	19	15	3	9	3	1
AT2G18780	34	30	6	113	45	11
AT2G47850	250	286	81	312	157	15
AT2G31955	390	362	138	713	385	98
AT2G46495	316	264	93	189	192	37
AT2G25000	172	201	89	328	163	31
AT2G01735	265	227	67	361	182	35
AT2G45200	244	202	63	321	109	29
AT2G04740	210	245	61	329	155	42
AT2G36930	449	404	105	483	328	67
AT2G39270	260	290	88	556	267	67
AT2G33330	172	138	54	214	116	25
AT2G01180	392	295	142	1157	600	121
AT2G33770	1826	1455	665	2930	1824	514
AT2G07696	0	0	0	0	0	0
AT2G23985	4	15	4	21	9	0
AT2G26170	318	386	122	684	371	52
AT2G29950	0	0	1	0	0	2
AT2G47990	196	133	47	267	153	40
AT2G17033	120	128	50	131	87	17
AT2G17920	0	0	0	0	0	0
AT2G05632	69	83	25	116	52	7
AT2G32180	0	0	0	0	0	0
AT2G42210	972	1150	351	1319	654	178
AT2G18090	1095	1134	389	1818	894	198
AT2G12945	0	0	0	0	0	0
AT2G25905	0	0	0	0	0	0
AT2G38460	59	43	20	47	31	7
AT2G36000	199	157	66	120	57	4
AT2G12290	0	0	0	0	0	0
AT2G27402	13	8	5	10	10	5
AT2G36760	0	0	0	0	0	0
AT2G15620	2844	2301	969	21174	11531	3007
AT2G36920	0	0	0	0	0	0
AT2G13547	1	0	0	1	0	0
AT2G26230	559	579	198	1121	638	170
AT2G32370	0	0	0	1	0	0
AT2G13540	410	398	133	626	303	78
AT2G25090	167	190	54	119	58	5
AT2G40010	56	42	12	81	38	13
AT2G07728	1	3	0	1	1	0
AT2G27370	347	307	110	146	76	12
AT2G37950	56	56	26	43	20	4
AT2G15370	131	137	53	68	18	5
AT2G32020	55	51	16	169	116	45
AT2G46130	15	18	4	63	30	10
AT2G28570	408	758	155	803	450	75
AT2G30695	31	32	8	38	19	3
AT2G16290	0	1	0	0	0	0
AT2G34100	1	5	0	5	1	0
AT2G40410	363	358	120	323	160	40
AT2G39355	0	0	0	0	0	0
AT2G22942	0	0	0	0	1	0
AT2G25080	491	446	124	406	216	51
AT2G34490	92	89	24	464	164	28
AT2G36610	0	0	0	0	0	0
AT2G37080	355	307	89	399	235	50
AT2G33210	604	548	178	1258	630	158
AT2G24940	1235	1159	350	2483	1015	263
AT2G35350	72	55	21	289	147	26
AT2G32770	0	0	0	1	0	0
AT2G37980	326	439	131	245	125	16
AT2G22250	297	316	100	948	566	132
AT2G31510	793	812	272	1136	474	123
AT2G07505	0	0	0	0	0	0
AT2G16120	0	0	0	0	0	0
AT2G32010	72	78	31	126	51	17
AT2G35660	27	28	10	18	12	1
AT2G30140	344	384	125	1884	932	206
AT2G25215	4	5	0	3	2	3
AT2G05060	0	0	0	0	0	0
AT2G18190	0	0	0	2	0	0
AT2G24270	348	199	53	86	72	6
AT2G13295	0	0	0	0	0	0
AT2G36770	2	0	0	141	145	32
AT2G42930	0	0	0	0	0	0
AT2G01580	47	45	22	72	34	6
AT2G06555	0	0	0	0	0	0
AT2G43460	841	956	210	1393	670	177
AT2G41355	0	0	0	0	0	0
AT2G38365	0	0	0	0	0	0
AT2G01913	24	23	4	99	33	7
AT2G02570	828	867	342	1056	539	115
AT2G07613	0	0	0	0	0	0
AT2G03800	127	184	42	296	163	36
AT2G26890	1618	1430	537	2850	1326	232
AT2G37530	28	24	2	35	13	7
AT2G46740	1112	984	364	1935	868	177
AT2G17260	66	72	26	152	78	11
AT2G26020	0	0	0	0	0	0
AT2G03120	1183	1302	339	1749	821	221
AT2G28400	60	60	29	431	318	85
AT2G38080	659	402	166	378	217	33
AT2G42590	1266	1248	388	1941	802	230
AT2G38695	21	24	2	32	12	4
AT2G16510	861	795	223	1139	505	130
AT2G17990	962	928	374	1150	527	133
AT2G03870	283	272	83	471	254	51
AT2G47500	597	605	239	628	304	58
AT2G21420	0	0	0	0	0	0
AT2G22807	0	0	0	0	0	0
AT2G30220	1	1	0	0	0	0
AT2G47210	284	298	94	436	226	45
AT2G36985	0	0	0	1	0	0
AT2G47120	0	0	0	0	0	0
AT2G41490	283	323	84	388	189	40
AT2G42620	549	594	211	313	172	22
AT2G19020	0	0	0	0	0	0
AT2G01918	0	0	0	1	0	0
AT2G19980	0	0	0	2	0	0
AT2G21040	10	4	2	3	3	0
AT2G40660	325	331	102	618	267	59
AT2G19610	14	7	3	26	13	8
AT2G10260	1	0	0	0	0	0
AT2G32530	50	87	28	11	11	0
AT2G14285	62	61	28	87	34	10
AT2G46340	707	1323	352	1245	805	135
AT2G22370	89	56	37	128	56	20
AT2G44140	427	399	169	630	311	72
AT2G21240	462	442	138	522	265	61
AT2G42660	27	39	7	35	12	5
AT2G21830	144	177	56	164	67	11
AT2G17070	31	33	6	19	7	0
AT2G17580	216	230	66	328	124	38
AT2G20810	286	327	123	407	199	44
AT2G15740	0	0	0	0	0	0
AT2G16800	268	191	80	381	170	41
AT2G44060	2157	2249	717	3348	1388	369
AT2G12880	0	0	0	0	0	0
AT2G02170	94	109	27	146	62	18
AT2G02810	141	185	36	286	150	24
AT2G04700	207	222	45	195	110	33
AT2G05900	0	0	0	0	0	0
AT2G18070	0	0	0	0	0	0
AT2G01740	26	29	9	56	23	9
AT2G20515	112	66	16	64	41	7
AT2G31090	274	246	75	485	254	59
AT2G46610	120	94	32	156	67	16
AT2G38740	266	340	93	682	386	101
AT2G47630	577	714	188	507	259	51
AT2G33280	0	2	2	4	1	1
AT2G07779	1	1	0	3	0	0
AT2G26680	217	229	72	301	131	29
AT2G35110	833	767	272	1010	466	84
AT2G29810	0	0	0	0	0	0
AT2G39520	0	0	0	0	0	0
AT2G44150	214	173	82	198	108	28
AT2G11522	0	0	0	0	0	0
AT2G25297	2	6	1	27	37	8
AT2G16370	394	319	146	593	304	74
AT2G24100	305	469	127	598	393	103
AT2G28680	3	4	1	8	0	1
AT2G19230	0	0	0	0	0	0
AT2G39970	680	581	226	1122	528	134
AT2G21170	2434	1738	657	2551	1311	255
AT2G02147	0	0	0	0	1	0
AT2G43445	5	3	5	23	12	2
AT2G42540	0	0	0	1	0	0
AT2G40500	0	0	0	0	0	0
AT2G34720	137	173	46	164	95	28
AT2G39000	188	185	63	195	89	24
AT2G26860	135	137	41	209	103	15
AT2G31070	6	6	9	29	16	5
AT2G14870	0	0	0	0	0	0
AT2G13690	89	66	34	128	48	11
AT2G33590	418	403	121	764	393	92
AT2G44580	38	25	15	46	29	9
AT2G03410	0	0	0	0	0	0
AT2G39190	263	282	99	258	162	20
AT2G23100	38	35	17	64	28	6
AT2G45990	194	202	82	385	154	42
AT2G19770	0	1	0	0	0	0
AT2G47270	55	140	22	64	47	3
AT2G10602	0	0	0	0	0	0
AT2G14282	0	0	0	0	0	0
AT2G24870	0	0	0	0	0	1
AT2G39620	12	6	0	21	11	3
AT2G39990	828	763	229	1114	561	146
AT2G44920	36	30	12	16	14	3
AT2G19080	307	417	112	499	234	68
AT2G27180	19	29	6	27	19	4
AT2G17055	10	10	3	28	14	0
AT2G31990	147	163	62	309	161	33
AT2G35343	0	0	0	1	1	2
AT2G16365	519	729	196	657	347	79
AT2G21710	38	46	19	82	29	9
AT2G46190	0	0	0	0	0	0
AT2G17620	39	24	15	32	25	2
AT2G31570	2187	2786	902	4157	1984	549
AT2G23950	286	321	140	662	285	72
AT2G27280	0	1	1	0	1	0
AT2G45500	195	227	74	357	165	37
AT2G15660	0	0	0	0	0	0
AT2G43760	378	335	107	848	425	99
AT2G29605	0	0	0	0	0	0
AT2G22750	11	10	6	9	3	1
AT2G26240	422	361	99	526	230	55
AT2G36620	779	631	162	1130	497	164
AT2G21950	17	23	6	16	7	2
AT2G17540	172	187	56	179	111	21
AT2G01590	15	9	5	18	7	1
AT2G01370	0	0	0	0	0	0
AT2G33780	0	0	0	0	0	0
AT2G28020	0	0	0	0	0	0
AT2G40700	219	228	71	345	180	39
AT2G16900	283	284	135	1273	881	166
AT2G02760	1404	1424	459	1676	803	186
AT2G04305	332	385	120	446	216	64
AT2G06645	0	0	0	0	0	0
AT2G40230	507	557	110	223	121	12
AT2G18245	108	90	25	143	73	18
AT2G33090	1	0	0	0	0	0
AT2G38570	42	37	15	55	27	10
AT2G27540	0	0	0	0	0	0
AT2G30700	398	349	127	594	274	74
AT2G12461	25	26	5	31	18	2
AT2G14660	12	16	7	20	13	4
AT2G15980	75	65	37	132	61	4
AT2G28650	41	41	16	226	91	21
AT2G42180	0	0	0	0	0	0
AT2G28160	806	1087	263	217	134	21
AT2G39370	110	97	51	497	254	75
AT2G36580	1363	1456	437	3293	1682	438
AT2G27010	204	178	73	294	125	19
AT2G43261	0	0	0	0	0	0
AT2G42430	98	66	25	287	178	24
AT2G07628	0	0	0	0	0	0
AT2G27810	211	196	60	236	118	21
AT2G43720	34	51	20	112	42	14
AT2G07629	11	4	2	13	6	0
AT2G30340	137	104	19	151	57	6
AT2G26070	123	119	36	206	99	22
AT2G20670	593	811	199	231	173	20
AT2G37500	222	207	72	487	226	69
AT2G39855	0	0	0	0	0	0
AT2G23140	453	465	177	592	314	63
AT2G28200	164	139	46	119	56	19
AT2G07638	19	21	2	25	11	3
AT2G22180	1	0	0	2	0	0
AT2G29290	10	5	6	3	0	0
AT2G39440	61	74	18	111	44	12
AT2G39820	3	0	0	4	2	1
AT2G14890	1638	1166	286	1445	671	67
AT2G41360	0	0	0	1	0	0
AT2G46390	138	159	27	259	125	27
AT2G07680	355	232	124	566	251	57
AT2G38870	182	183	26	154	109	26
AT2G38800	6289	7523	3057	5209	2694	579
AT2G33420	0	0	0	0	0	0
AT2G16090	176	153	68	257	111	20
AT2G24680	16	17	7	31	9	3
AT2G26560	430	501	184	2173	1461	306
AT2G23148	0	0	0	0	0	0
AT2G07771	0	0	0	0	0	0
AT2G34315	3	0	0	0	0	0
AT2G25312	0	0	0	0	0	0
AT2G47540	175	198	36	134	36	6
AT2G17130	1112	1024	366	1559	674	168
AT2G25050	121	119	37	137	79	14
AT2G19030	0	0	0	0	0	0
AT2G44880	21	24	13	38	20	4
AT2G15640	0	0	0	0	0	0
AT2G33070	0	1	0	1	2	0
AT2G05910	29	28	11	85	48	8
AT2G21430	37	23	10	45	36	2
AT2G14160	4	7	1	2	1	0
AT2G41415	0	0	0	0	0	0
AT2G33720	2	1	0	4	1	0
AT2G21350	36	33	19	74	24	9
AT2G41800	346	289	67	303	155	30
AT2G25480	107	98	33	147	85	18
AT2G35970	0	0	0	0	0	0
AT2G18370	612	500	192	3379	1304	374
AT2G30740	971	1070	383	1103	511	77
AT2G43980	304	301	113	654	261	92
AT2G01175	31	23	10	30	18	2
AT2G24640	232	293	78	411	201	41
AT2G17440	2084	2542	782	1221	525	106
AT2G03965	0	0	0	0	0	0
AT2G04550	313	305	83	347	163	34
AT2G31880	849	870	301	2255	1256	283
AT2G16960	0	0	0	10	1	1
AT2G27680	171	112	64	156	71	8
AT2G46930	376	322	116	698	269	57
AT2G46550	851	839	361	752	388	91
AT2G27580	382	514	115	862	504	99
AT2G45660	33	121	17	34	42	13
AT2G07652	1	1	0	1	0	0
AT2G33530	49	81	24	424	145	56
AT2G27480	59	54	11	76	32	3
AT2G17300	47	53	19	63	35	7
AT2G31770	0	0	0	0	0	0
AT2G02150	68	76	34	106	61	18
AT2G29170	3	1	0	3	0	1
AT2G40200	15	7	1	31	13	5
AT2G40820	404	505	168	519	259	72
AT2G07215	0	0	0	0	0	0
AT2G35360	123	110	37	162	79	20
AT2G23440	0	0	0	1	1	0
AT2G45406	0	0	0	0	0	0
AT2G32160	2	0	1	11	4	2
AT2G20000	313	330	121	425	204	46
AT2G29500	262	189	92	2502	1778	334
AT2G44630	14	15	7	32	11	3
AT2G44230	206	201	71	292	163	19
AT2G46800	1229	1370	451	1072	530	135
AT2G33450	101	95	17	90	63	12
AT2G07981	1	0	0	0	0	0
AT2G28700	18	39	13	137	54	21
AT2G35530	198	172	70	285	116	26
AT2G19893	0	0	0	0	0	0
AT2G40280	190	149	56	306	130	25
AT2G17845	0	0	0	3	0	0
AT2G31085	26	22	5	3	2	0
AT2G32740	35	27	11	16	9	0
AT2G21070	122	115	45	121	63	13
AT2G04620	359	300	146	578	256	60
AT2G41670	55	63	18	101	52	16
AT2G02640	0	6	2	2	0	0
AT2G33680	49	63	16	95	51	6
AT2G04940	254	274	90	316	164	40
AT2G39782	0	0	0	0	0	0
AT2G24600	20	18	6	281	174	37
AT2G24320	0	0	0	2	0	0
AT2G01150	69	90	24	347	181	56
AT2G39890	435	403	151	650	337	65
AT2G42770	71	72	26	183	77	18
AT2G31870	84	102	44	151	72	19
AT2G47170	2353	1822	567	3869	1745	423
AT2G38720	20	14	4	18	5	3
AT2G44340	57	74	27	38	16	1
AT2G25120	0	0	0	0	0	0
AT2G40220	0	0	0	0	0	0
AT2G22570	252	272	83	289	116	36
AT2G30615	1	0	0	0	0	0
AT2G07738	2	0	0	0	0	0
AT2G17870	641	454	182	1072	448	63
AT2G34910	113	137	28	76	32	9
AT2G28290	2005	1796	790	2491	1352	224
AT2G27100	699	568	206	1097	544	87
AT2G25730	1554	1555	617	2342	902	220
AT2G17210	21	27	10	31	25	4
AT2G18510	302	324	86	586	327	48
AT2G25170	777	864	346	1306	609	157
AT2G27690	11	12	5	78	17	12
AT2G39080	315	382	125	664	277	83
AT2G13360	2175	1375	466	704	524	64
AT2G32905	0	0	0	0	0	0
AT2G28310	382	401	150	372	185	56
AT2G39580	686	579	275	785	414	68
AT2G43140	332	261	86	202	149	17
AT2G38170	434	357	151	498	192	43
AT2G07705	0	0	0	0	0	0
AT2G23834	0	0	0	0	0	0
AT2G39640	0	0	0	0	0	0
AT2G16450	0	0	0	3	2	0
AT2G32260	837	903	323	1127	502	105
AT2G44910	5	1	0	3	1	0
AT2G44280	54	52	16	187	103	30
AT2G06210	516	455	165	702	318	67
AT2G42100	0	0	0	0	0	0
AT2G33750	0	3	1	0	0	0
AT2G18790	832	911	266	1222	634	149
AT2G20420	1963	1762	630	4192	1936	545
AT2G43255	0	0	0	0	0	0
AT2G17972	2	1	0	0	1	0
AT2G06906	0	0	0	0	0	0
AT2G02380	22	20	15	63	29	4
AT2G35965	0	0	0	0	1	1
AT2G07671	2	0	0	1	0	1
AT2G32900	370	347	128	524	203	62
AT2G46670	0	1	0	1	0	0
AT2G33390	553	570	233	406	237	50
AT2G42220	57	28	11	26	11	3
AT2G21780	1	2	0	8	5	0
AT2G21580	1242	950	252	1638	827	229
AT2G39240	0	0	0	5	2	0
AT2G10553	0	0	0	0	0	0
AT2G42470	0	0	0	0	0	0
AT2G44490	2664	2616	885	3242	1896	322
AT2G20250	9	2	1	6	5	1
AT2G13125	0	0	0	1	0	0
AT2G26970	78	111	34	178	98	22
AT2G31130	142	191	67	257	127	35
AT2G26440	35	27	8	28	19	7
AT2G06845	0	0	0	0	0	0
AT2G38510	1	2	0	1	1	0
AT2G46150	127	106	42	191	97	16
AT2G39170	149	177	47	224	111	29
AT2G39790	0	0	0	0	0	0
AT2G33640	30	27	7	42	21	3
AT2G31380	26	35	6	18	19	3
AT2G33020	2	1	0	7	6	1
AT2G22425	195	208	67	347	146	35
AT2G22330	2862	1742	709	2925	1818	290
AT2G05590	239	233	102	311	150	36
AT2G29000	5	5	1	10	2	1
AT2G15790	374	299	200	470	215	45
AT2G47020	125	127	50	156	70	13
AT2G17230	96	78	20	112	50	13
AT2G46400	18	17	6	243	192	51
AT2G31862	0	1	0	0	0	0
AT2G25140	438	613	215	1321	986	194
AT2G41660	1148	1540	332	1511	646	91
AT2G29820	0	0	0	0	0	0
AT2G05440	7661	6407	2725	12250	6557	1504
AT2G44770	495	501	164	641	299	67
AT2G46950	51	21	10	40	25	7
AT2G34920	55	59	16	98	56	19
AT2G40320	239	279	104	195	92	14
AT2G20010	888	934	287	1612	787	154
AT2G20970	0	0	0	0	0	0
AT2G27220	2	4	0	0	0	0
AT2G17695	26	35	19	44	21	6
AT2G32990	152	197	71	574	161	44
AT2G28340	0	1	0	0	0	0
AT2G15830	27	61	13	36	36	13
AT2G22000	147	164	67	270	114	10
AT2G01560	0	0	0	0	0	0
AT2G24130	8	2	1	11	5	0
AT2G36230	86	68	25	102	57	21
AT2G17723	0	0	0	0	0	0
AT2G19570	0	0	0	0	0	0
AT2G06265	0	0	0	0	0	0
AT2G46270	306	447	127	580	330	70
AT2G28320	352	432	148	750	321	92
AT2G27770	76	68	32	68	33	7
AT2G37800	0	0	0	0	0	0
AT2G32100	7	7	3	42	15	5
AT2G42820	29	35	11	60	19	6
AT2G14510	228	366	95	223	146	14
AT2G43670	80	116	24	154	90	18
AT2G28030	0	0	0	0	0	0
AT2G42560	2	1	1	0	0	0
AT2G32190	16	9	2	284	163	60
AT2G39300	307	339	146	478	268	64
AT2G28480	121	118	60	184	74	25
AT2G23680	120	212	69	292	160	21
AT2G31790	152	95	48	1240	372	102
AT2G09388	0	0	0	0	0	0
AT2G23118	0	0	0	0	0	0
AT2G29485	0	0	0	0	0	0
AT2G21720	15	4	1	1	1	0
AT2G28090	0	0	0	0	0	0
AT2G02230	180	137	54	297	126	23
AT2G11215	245	351	173	302	163	21
AT2G41880	118	131	50	167	103	25
AT2G39960	612	570	153	900	427	75
AT2G33010	0	0	0	1	0	1
AT2G29830	0	0	0	0	0	0
AT2G37930	63	59	44	106	44	13
AT2G26810	70	90	35	88	52	12
AT2G17530	308	374	98	416	196	39
AT2G41905	6	7	3	11	0	1
AT2G21270	645	571	205	1084	527	147
AT2G47390	1718	1645	554	2861	1385	272
AT2G42520	551	482	128	797	371	76
AT2G04750	0	0	0	0	0	0
AT2G38590	0	0	0	0	0	0
AT2G19390	227	293	86	354	166	36
AT2G14935	0	0	0	0	0	0
AT2G20170	0	0	0	0	0	0
AT2G27590	166	143	48	178	88	24
AT2G20580	1371	1119	442	2358	1170	278
AT2G38670	531	413	118	724	356	77
AT2G23180	11	9	1	36	14	4
AT2G40970	571	364	149	313	158	36
AT2G07760	0	0	0	0	0	0
AT2G35100	190	152	61	264	125	26
AT2G42065	1	1	1	4	5	1
AT2G46000	141	134	30	180	67	17
AT2G37380	33	24	7	36	22	2
AT2G18260	18	30	7	14	14	1
AT2G07599	3	1	0	0	0	0
AT2G28930	89	68	27	147	58	15
AT2G24970	15	13	4	25	9	5
AT2G04034	0	0	0	0	0	0
AT2G24240	195	181	60	123	58	7
AT2G27290	100	95	20	117	66	14
AT2G24330	221	184	73	369	151	38
AT2G35450	111	77	40	139	42	23
AT2G04395	0	0	0	0	0	0
AT2G38025	163	105	51	188	76	24
AT2G41780	161	161	38	205	98	25
AT2G10560	0	0	0	0	0	0
AT2G30990	367	332	158	604	314	63
AT2G45300	989	1055	303	2315	1058	267
AT2G45135	0	0	0	0	0	0
AT2G28510	289	338	119	469	245	57
AT2G39795	142	151	39	273	126	39
AT2G38500	44	32	16	31	21	3
AT2G20570	6	4	3	6	2	0
AT2G24860	59	64	22	118	62	14
AT2G21510	8	9	2	22	13	2
AT2G42680	875	897	201	1742	799	214
AT2G27160	0	0	0	0	0	0
AT2G43940	226	251	93	449	203	51
AT2G41620	506	364	166	701	343	83
AT2G19920	2	3	0	4	1	0
AT2G20620	0	0	0	0	0	0
AT2G28625	1	0	0	0	0	0
AT2G37975	61	68	14	76	40	7
AT2G22460	7	2	1	3	1	0
AT2G38650	464	521	153	726	340	72
AT2G23340	255	324	82	246	96	21
AT2G18680	46	67	7	138	114	28
AT2G01420	243	214	68	270	112	23
AT2G45920	1250	1535	661	2528	1389	259
AT2G13640	0	0	0	1	0	0
AT2G14265	0	0	0	0	0	0
AT2G02955	97	124	35	200	112	24
AT2G35150	30	28	19	170	52	7
AT2G38430	24	45	15	117	31	16
AT2G05310	59	43	18	24	25	0
AT2G03936	0	0	0	0	0	0
AT2G47300	42	51	12	85	37	9
AT2G46510	49	48	11	220	116	21
AT2G07000	0	0	2	0	0	0
AT2G32610	110	87	34	68	43	4
AT2G20360	1996	1570	527	2738	1370	374
AT2G04090	122	163	43	316	96	14
AT2G43680	4382	4146	1322	3299	1915	357
AT2G06025	346	431	143	398	217	50
AT2G07768	0	0	0	0	0	0
AT2G30860	8813	6715	1913	25280	10293	2550
AT2G29100	6	5	3	23	6	3
AT2G23190	0	0	0	3	0	0
AT2G38810	56	46	15	119	43	15
AT2G33255	137	152	39	155	66	17
AT2G40100	30	48	7	32	18	4
AT2G16860	459	458	187	658	337	82
AT2G19170	122	93	29	135	51	18
AT2G44670	460	898	183	1029	622	127
AT2G17880	40	22	8	35	16	6
AT2G47750	4	0	0	3	2	0
AT2G47250	709	656	192	786	407	86
